date,amount,usd value
2017-12-08,12.51090729,
2017-12-09,11.27471636,
2017-12-10,9.82106019,
2017-12-11,10.49496423,
2017-12-12,7.58423072,
2017-12-13,10.64825473,
2017-12-14,10.89929084,
2017-12-15,11.1693464,
2017-12-16,11.18159425,
2017-12-17,11.07711927,
2017-12-18,10.61708291,
2017-12-19,2.22872324,
2017-12-20,1.90817299,
2017-12-21,0.06437555,
